Error	Name
-0.73243	1-UpCCGSD
1.28173	1-UpCCGSD
-1.34278	1-UpCCGSD
0.12207	1-UpCCGSD
0.54932	1-UpCCGSD
0.61035	1-UpCCGSD
0.30517	1-UpCCGSD
0.30518	1-UpCCGSD
-0.12207	1-UpCCGSD
0.06104	1-UpCCGSD
0	1-UpCCGSD
0.06103	1-UpCCGSD
-0.06103	1-UpCCGSD
0.12208	1-UpCCGSD
0.30518	1-UpCCGSD
0.42724	1-UpCCGSD
0.12207	1-UpCCGSD
0.30517	1-UpCCGSD
-1.40381	1-UpCCGSD
0.06104	1-UpCCGSD
1.34277	1-UpCCGSD
-1.52588	1-UpCCGSD
0.61035	1-UpCCGSD
2.01416	1-UpCCGSD
0.54931	1-UpCCGSD
0.54931	1-UpCCGSD
0.24414	1-UpCCGSD
0.42725	1-UpCCGSD
0.30517	1-UpCCGSD
0.1831	1-UpCCGSD
0.30518	1-UpCCGSD
0.18311	1-UpCCGSD
0.12207	1-UpCCGSD
0.12207	1-UpCCGSD
0.1831	1-UpCCGSD
0	1-UpCCGSD
0.30518	1-UpCCGSD
0.18311	1-UpCCGSD
0.24414	1-UpCCGSD
0.24414	1-UpCCGSD
0.42724	1-UpCCGSD
-1.2207	1-UpCCGSD
1.22071	1-UpCCGSD
0.36621	1-UpCCGSD
0.61035	1-UpCCGSD
1.89209	1-UpCCGSD
1.28173	1-UpCCGSD
1.15966	1-UpCCGSD
1.15967	1-UpCCGSD
0.73242	1-UpCCGSD
0.79346	1-UpCCGSD
-0.30518	1-UpCCGSD
0.24414	1-UpCCGSD
0.12207	1-UpCCGSD
0.12208	1-UpCCGSD
0.18311	1-UpCCGSD
0.12207	1-UpCCGSD
0.06103	1-UpCCGSD
0.12207	1-UpCCGSD
0.24415	1-UpCCGSD
0.18311	1-UpCCGSD
0.1831	1-UpCCGSD
0.54932	1-UpCCGSD
0.36621	1-UpCCGSD
1.09863	1-UpCCGSD
-0.24414	1-UpCCGSD
0.91553	1-UpCCGSD
1.46484	1-UpCCGSD
0.30518	1-UpCCGSD
0.91552	1-UpCCGSD
0.54931	1-UpCCGSD
0.54931	1-UpCCGSD
0.61035	1-UpCCGSD
0.73242	1-UpCCGSD
0.24414	1-UpCCGSD
0.36621	1-UpCCGSD
0.18311	1-UpCCGSD
0.06104	1-UpCCGSD
0.06104	1-UpCCGSD
0.12207	1-UpCCGSD
0	1-UpCCGSD
0	1-UpCCGSD
0.24415	1-UpCCGSD
0.24414	1-UpCCGSD
0.12207	1-UpCCGSD
0.06104	1-UpCCGSD
0.73242	1-UpCCGSD
0.85449	1-UpCCGSD
0.97657	1-UpCCGSD
-0.61035	1-UpCCGSD
1.34277	1-UpCCGSD
-0.06103	1-UpCCGSD
1.28173	1-UpCCGSD
0.30517	1-UpCCGSD
-0.12207	1-UpCCGSD
1.28174	1-UpCCGSD
-0.61035	1-UpCCGSD
-0.06104	1-UpCCGSD
0	1-UpCCGSD
0.24414	1-UpCCGSD
0.12208	1-UpCCGSD
0.18311	1-UpCCGSD
0.18311	1-UpCCGSD
0.24414	1-UpCCGSD
0	1-UpCCGSD
0.42725	1-UpCCGSD
0.06104	1-UpCCGSD
0.1831	1-UpCCGSD
0.24414	1-UpCCGSD
0.79345	1-UpCCGSD
0	1-UpCCGSD
0.12207	1-UpCCGSD
1.09863	1-UpCCGSD
-0.97657	1-UpCCGSD
0.06104	1-UpCCGSD
0.79345	1-UpCCGSD
1.89209	1-UpCCGSD
-1.15967	1-UpCCGSD
0.1831	1-UpCCGSD
0.91553	1-UpCCGSD
0.54931	1-UpCCGSD
-0.12207	1-UpCCGSD
0.30518	1-UpCCGSD
0.12208	1-UpCCGSD
0.06104	1-UpCCGSD
0.06104	1-UpCCGSD
0	1-UpCCGSD
0.18311	1-UpCCGSD
0.18311	1-UpCCGSD
0.06104	1-UpCCGSD
0.42724	1-UpCCGSD
0.61035	1-UpCCGSD
-0.30518	1-UpCCGSD
0.42724	1-UpCCGSD
0.18311	1-UpCCGSD
0.61035	1-UpCCGSD
1.70898	1-UpCCGSD
1.64795	1-UpCCGSD
1.15966	1-UpCCGSD
1.28173	1-UpCCGSD
0.91553	1-UpCCGSD
-1.34277	1-UpCCGSD
0.54932	1-UpCCGSD
-0.06104	1-UpCCGSD
0.06103	1-UpCCGSD
0.24414	1-UpCCGSD
0.18311	1-UpCCGSD
0.12207	1-UpCCGSD
0.06104	1-UpCCGSD
0.12207	1-UpCCGSD
0.06104	1-UpCCGSD
0.24415	1-UpCCGSD
-0.06103	1-UpCCGSD
0.12207	1-UpCCGSD
0.67139	1-UpCCGSD
1.09863	1-UpCCGSD
-0.97656	1-UpCCGSD
-1.09863	1-UpCCGSD
1.0376	1-UpCCGSD
0.42724	1-UpCCGSD
0.97656	1-UpCCGSD
1.40381	1-UpCCGSD
0.48828	1-UpCCGSD
-1.09863	1-UpCCGSD
0.42724	1-UpCCGSD
0.67139	1-UpCCGSD
0.06103	1-UpCCGSD
0.24414	1-UpCCGSD
0.30518	1-UpCCGSD
0.12208	1-UpCCGSD
0.06104	1-UpCCGSD
0.18311	1-UpCCGSD
0	1-UpCCGSD
0.06104	1-UpCCGSD
0.24415	1-UpCCGSD
0.24414	1-UpCCGSD
0.42724	1-UpCCGSD
0.48828	1-UpCCGSD
-0.54932	1-UpCCGSD
-0.12207	1-UpCCGSD
-0.36621	1-UpCCGSD
-0.48828	1-UpCCGSD
1.58691	1-UpCCGSD
1.40381	1-UpCCGSD
-0.36621	1-UpCCGSD
1.34277	1-UpCCGSD
0.48828	1-UpCCGSD
0.30517	1-UpCCGSD
0.48828	1-UpCCGSD
0.42724	1-UpCCGSD
-0.18311	1-UpCCGSD
0.18311	1-UpCCGSD
0.30518	1-UpCCGSD
0.12207	1-UpCCGSD
0.06104	1-UpCCGSD
0.06103	1-UpCCGSD
0.12207	1-UpCCGSD
0.24415	1-UpCCGSD
0.18311	1-UpCCGSD
0.36621	1-UpCCGSD
0.73242	1-UpCCGSD
0.36621	1-UpCCGSD
0.61035	1-UpCCGSD
-0.79345	1-UpCCGSD
1.09863	1-UpCCGSD
0.48828	1-UpCCGSD
0.85449	1-UpCCGSD
-0.79346	1-UpCCGSD
1.46484	1-UpCCGSD
0.97656	1-UpCCGSD
0.36621	1-UpCCGSD
0.42725	1-UpCCGSD
0.30517	1-UpCCGSD
0.30517	1-UpCCGSD
0.24414	1-UpCCGSD
0.18311	1-UpCCGSD
0.12207	1-UpCCGSD
0.12207	1-UpCCGSD
0	1-UpCCGSD
0.18311	1-UpCCGSD
0.18311	1-UpCCGSD
0.18311	1-UpCCGSD
0.12207	1-UpCCGSD
0.61035	1-UpCCGSD
0.61035	1-UpCCGSD
0	1-UpCCGSD
-0.24414	1-UpCCGSD
0.24414	1-UpCCGSD
0.30517	1-UpCCGSD
1.70898	1-UpCCGSD
0.24414	1-UpCCGSD
2.07519	1-UpCCGSD
-0.06104	1-UpCCGSD
-0.91553	1-UpCCGSD
0.36621	1-UpCCGSD
-0.18311	1-UpCCGSD
0.24414	1-UpCCGSD
0.24414	1-UpCCGSD
0.24415	1-UpCCGSD
0.06104	1-UpCCGSD
0.30518	1-UpCCGSD
0.06103	1-UpCCGSD
0	1-UpCCGSD
-0.06103	1-UpCCGSD
0.12207	1-UpCCGSD
0.12207	1-UpCCGSD
0.12207	1-UpCCGSD
0.24414	1-UpCCGSD
0.30517	1-UpCCGSD
0.42725	1-UpCCGSD
0.67139	1-UpCCGSD
2.13623	1-UpCCGSD
0.18311	1-UpCCGSD
0.42724	1-UpCCGSD
1.09863	1-UpCCGSD
-0.36621	1-UpCCGSD
0.61035	1-UpCCGSD
0	1-UpCCGSD
0	1-UpCCGSD
0.12207	1-UpCCGSD
0.06104	1-UpCCGSD
-0.06103	1-UpCCGSD
0	1-UpCCGSD
0.18311	1-UpCCGSD
0.06103	1-UpCCGSD
0.12207	1-UpCCGSD
0	1-UpCCGSD
0.06104	1-UpCCGSD
0.06103	1-UpCCGSD
0.67139	1-UpCCGSD
0.61035	1-UpCCGSD
-0.54932	1-UpCCGSD
-1.77002	1-UpCCGSD
1.09863	1-UpCCGSD
0.06103	1-UpCCGSD
1.2207	1-UpCCGSD
1.15966	1-UpCCGSD
-0.30518	1-UpCCGSD
0.79345	1-UpCCGSD
0.42724	1-UpCCGSD
0.79346	1-UpCCGSD
-0.36621	1-UpCCGSD
0.24414	1-UpCCGSD
0.24414	1-UpCCGSD
0.18311	1-UpCCGSD
0.18311	1-UpCCGSD
0.12207	1-UpCCGSD
0.12207	1-UpCCGSD
0	1-UpCCGSD
0.18311	1-UpCCGSD
0	1-UpCCGSD
0.30517	1-UpCCGSD
0.91553	1-UpCCGSD
0.12207	1-UpCCGSD
-0.24414	1-UpCCGSD
0.73242	1-UpCCGSD
0.79346	1-UpCCGSD
-1.89209	1-UpCCGSD
-0.18311	1-UpCCGSD
0.79345	1-UpCCGSD
0.30517	1-UpCCGSD
1.28174	1-UpCCGSD
0.67139	1-UpCCGSD
0.91553	1-UpCCGSD
0.36621	1-UpCCGSD
0	1-UpCCGSD
0.24414	1-UpCCGSD
0.12208	1-UpCCGSD
0.24414	1-UpCCGSD
0.12207	1-UpCCGSD
0.06103	1-UpCCGSD
0.12207	1-UpCCGSD
0.12208	1-UpCCGSD
0.24414	1-UpCCGSD
0.30517	1-UpCCGSD
0.67139	1-UpCCGSD
0.91552	1-UpCCGSD
-0.12207	1-UpCCGSD
1.09864	1-UpCCGSD
0.79346	1-UpCCGSD
0.30517	1-UpCCGSD
0.42725	1-UpCCGSD
0.48828	1-UpCCGSD
0.06103	1-UpCCGSD
0.61035	1-UpCCGSD
0.73242	1-UpCCGSD
0.36621	1-UpCCGSD
0.30517	1-UpCCGSD
0.06103	1-UpCCGSD
0.18311	1-UpCCGSD
0.12208	1-UpCCGSD
0.12207	1-UpCCGSD
0.06104	1-UpCCGSD
-0.06104	1-UpCCGSD
0	1-UpCCGSD
0.30518	1-UpCCGSD
0.36621	1-UpCCGSD
0.12207	1-UpCCGSD
0.48828	1-UpCCGSD
0.36621	1-UpCCGSD
0	1-UpCCGSD
-0.30517	1-UpCCGSD
1.0376	1-UpCCGSD
-0.97657	1-UpCCGSD
0.61035	1-UpCCGSD
0.73242	1-UpCCGSD
0.79345	1-UpCCGSD
0.97656	1-UpCCGSD
0.30517	1-UpCCGSD
0.73242	1-UpCCGSD
-0.18311	1-UpCCGSD
0.36621	1-UpCCGSD
0.18311	1-UpCCGSD
0.18311	1-UpCCGSD
0.18311	1-UpCCGSD
0.12207	1-UpCCGSD
0.12207	1-UpCCGSD
0.06104	1-UpCCGSD
0.24415	1-UpCCGSD
0.18311	1-UpCCGSD
0.1831	1-UpCCGSD
0.85449	1-UpCCGSD
0.67138	1-UpCCGSD
0.85449	1-UpCCGSD
0.73242	1-UpCCGSD
0.97656	1-UpCCGSD
-0.30518	1-UpCCGSD
0.12207	1-UpCCGSD
0.97656	1-UpCCGSD
0.61035	1-UpCCGSD
0.79345	1-UpCCGSD
-0.12207	1-UpCCGSD
0.61035	1-UpCCGSD
-0.06104	1-UpCCGSD
-0.12207	1-UpCCGSD
0	1-UpCCGSD
0.12208	1-UpCCGSD
0.12207	1-UpCCGSD
0.12207	1-UpCCGSD
-0.06104	1-UpCCGSD
0.12207	1-UpCCGSD
0.12208	1-UpCCGSD
0.06104	1-UpCCGSD
0.12207	1-UpCCGSD
0.61035	1-UpCCGSD
0.54931	1-UpCCGSD
0.48828	1-UpCCGSD
0.24414	1-UpCCGSD
0	1-UpCCGSD
0.85449	1-UpCCGSD
1.58691	1-UpCCGSD
0.12207	1-UpCCGSD
1.89209	1-UpCCGSD
-1.77002	1-UpCCGSD
0.67139	1-UpCCGSD
0.12207	1-UpCCGSD
-0.24414	1-UpCCGSD
0	1-UpCCGSD
0.18311	1-UpCCGSD
0.12208	1-UpCCGSD
0.12207	1-UpCCGSD
0.06104	1-UpCCGSD
0.06103	1-UpCCGSD
0.12207	1-UpCCGSD
0.18311	1-UpCCGSD
0.06104	1-UpCCGSD
0.06103	1-UpCCGSD
0.48828	1-UpCCGSD
0.30517	1-UpCCGSD
1.09863	1-UpCCGSD
0.67139	1-UpCCGSD
1.28174	1-UpCCGSD
0.91552	1-UpCCGSD
1.2207	1-UpCCGSD
0.24414	1-UpCCGSD
0.54931	1-UpCCGSD
0.36621	1-UpCCGSD
1.0376	1-UpCCGSD
0.12207	1-UpCCGSD
0.54931	1-UpCCGSD
0.54932	1-UpCCGSD
0.18311	1-UpCCGSD
0.24415	1-UpCCGSD
0.06104	1-UpCCGSD
0	1-UpCCGSD
0.12207	1-UpCCGSD
0.24414	1-UpCCGSD
0.30518	1-UpCCGSD
0.06104	1-UpCCGSD
0.24414	1-UpCCGSD
0.79346	1-UpCCGSD
0.67138	1-UpCCGSD
0.48828	1-UpCCGSD
-0.12207	1-UpCCGSD
-0.36621	1-UpCCGSD
0.48828	1-UpCCGSD
0.97656	1-UpCCGSD
1.09863	1-UpCCGSD
0.48828	1-UpCCGSD
0.79345	1-UpCCGSD
0.42724	1-UpCCGSD
1.09864	1-UpCCGSD
0.48828	1-UpCCGSD
0	1-UpCCGSD
0.42725	1-UpCCGSD
0.12208	1-UpCCGSD
0.24414	1-UpCCGSD
0.12207	1-UpCCGSD
-0.06104	1-UpCCGSD
0.18311	1-UpCCGSD
0.30518	1-UpCCGSD
0.54932	1-UpCCGSD
-0.12207	1-UpCCGSD
-0.06103	1-UpCCGSD
0.67138	1-UpCCGSD
0.36621	1-UpCCGSD
-0.91552	1-UpCCGSD
1.09863	1-UpCCGSD
1.28173	1-UpCCGSD
0.30518	1-UpCCGSD
0.24414	1-UpCCGSD
-0.12207	1-UpCCGSD
0.61035	1-UpCCGSD
-0.85449	1-UpCCGSD
0.61035	1-UpCCGSD
-0.18311	1-UpCCGSD
0.30517	1-UpCCGSD
0.18311	1-UpCCGSD
0.24415	1-UpCCGSD
0.06104	1-UpCCGSD
0	1-UpCCGSD
0.06103	2-UpCCGSD
0.1831	2-UpCCGSD
0.30518	2-UpCCGSD
-0.18311	2-UpCCGSD
0.12207	2-UpCCGSD
0.36621	2-UpCCGSD
-0.42724	2-UpCCGSD
1.0376	2-UpCCGSD
1.15967	2-UpCCGSD
1.15967	2-UpCCGSD
1.34277	2-UpCCGSD
1.89209	2-UpCCGSD
1.52588	2-UpCCGSD
1.2207	2-UpCCGSD
0.54932	2-UpCCGSD
1.09864	2-UpCCGSD
0.54932	2-UpCCGSD
0.12207	2-UpCCGSD
0.24414	2-UpCCGSD
0.1831	2-UpCCGSD
0.12207	2-UpCCGSD
0.18311	2-UpCCGSD
0	2-UpCCGSD
0.1831	2-UpCCGSD
0	2-UpCCGSD
0.18311	2-UpCCGSD
0.06103	2-UpCCGSD
0.06103	2-UpCCGSD
0.12207	2-UpCCGSD
0.24414	2-UpCCGSD
0.91553	2-UpCCGSD
0.91553	2-UpCCGSD
1.77002	2-UpCCGSD
1.09863	2-UpCCGSD
0.73242	2-UpCCGSD
1.83106	2-UpCCGSD
0.79345	2-UpCCGSD
1.15967	2-UpCCGSD
0.30518	2-UpCCGSD
1.09864	2-UpCCGSD
0.36621	2-UpCCGSD
0.30517	2-UpCCGSD
0.30517	2-UpCCGSD
0.18311	2-UpCCGSD
0.30518	2-UpCCGSD
0.06103	2-UpCCGSD
0.06103	2-UpCCGSD
0.1831	2-UpCCGSD
0.42725	2-UpCCGSD
0.1831	2-UpCCGSD
0	2-UpCCGSD
0.36621	2-UpCCGSD
-0.54931	2-UpCCGSD
-0.73242	2-UpCCGSD
-1.0376	2-UpCCGSD
0.48828	2-UpCCGSD
1.52588	2-UpCCGSD
1.83105	2-UpCCGSD
1.09863	2-UpCCGSD
0.1831	2-UpCCGSD
1.0376	2-UpCCGSD
0.30518	2-UpCCGSD
0.97656	2-UpCCGSD
0.24414	2-UpCCGSD
-0.12207	2-UpCCGSD
0.12207	2-UpCCGSD
0.12207	2-UpCCGSD
0.24414	2-UpCCGSD
0.06103	2-UpCCGSD
0.12207	2-UpCCGSD
0.1831	2-UpCCGSD
0.12207	2-UpCCGSD
0.12207	2-UpCCGSD
0.30517	2-UpCCGSD
0.48828	2-UpCCGSD
0.54932	2-UpCCGSD
0.73243	2-UpCCGSD
0.91553	2-UpCCGSD
0.79346	2-UpCCGSD
2.31933	2-UpCCGSD
2.13623	2-UpCCGSD
1.58692	2-UpCCGSD
1.2207	2-UpCCGSD
0.06104	2-UpCCGSD
0.42725	2-UpCCGSD
-0.48828	2-UpCCGSD
0.06103	2-UpCCGSD
0.12207	2-UpCCGSD
0.06103	2-UpCCGSD
0.06104	2-UpCCGSD
0.24414	2-UpCCGSD
0.06103	2-UpCCGSD
0.24414	2-UpCCGSD
0.06103	2-UpCCGSD
0.30518	2-UpCCGSD
0.24414	2-UpCCGSD
0.36621	2-UpCCGSD
-0.06103	2-UpCCGSD
0.61035	2-UpCCGSD
0.36621	2-UpCCGSD
0.30517	2-UpCCGSD
0.91553	2-UpCCGSD
1.34277	2-UpCCGSD
0.85449	2-UpCCGSD
1.28174	2-UpCCGSD
1.70898	2-UpCCGSD
0.61035	2-UpCCGSD
-1.64795	2-UpCCGSD
0.48828	2-UpCCGSD
0.61035	2-UpCCGSD
0.42724	2-UpCCGSD
0.12207	2-UpCCGSD
0.06104	2-UpCCGSD
0.18311	2-UpCCGSD
0.06103	2-UpCCGSD
0.12207	2-UpCCGSD
0.30517	2-UpCCGSD
0.36621	2-UpCCGSD
-0.12207	2-UpCCGSD
0.48828	2-UpCCGSD
0.48828	2-UpCCGSD
0.73242	2-UpCCGSD
0.12207	2-UpCCGSD
-0.12207	2-UpCCGSD
1.77002	2-UpCCGSD
2.13623	2-UpCCGSD
1.70898	2-UpCCGSD
1.34278	2-UpCCGSD
0.12207	2-UpCCGSD
1.64795	2-UpCCGSD
0.61036	2-UpCCGSD
0	2-UpCCGSD
0.36621	2-UpCCGSD
0.12207	2-UpCCGSD
0.1831	2-UpCCGSD
0.18311	2-UpCCGSD
0.30518	2-UpCCGSD
0.06103	2-UpCCGSD
0.24414	2-UpCCGSD
0.1831	2-UpCCGSD
0.18311	2-UpCCGSD
0	2-UpCCGSD
0.12207	2-UpCCGSD
0.18311	2-UpCCGSD
0.30518	2-UpCCGSD
0.12207	2-UpCCGSD
-0.54932	2-UpCCGSD
-0.85449	2-UpCCGSD
1.58691	2-UpCCGSD
1.64794	2-UpCCGSD
0.97656	2-UpCCGSD
1.15966	2-UpCCGSD
0.85449	2-UpCCGSD
1.22071	2-UpCCGSD
0.12207	2-UpCCGSD
0.30517	2-UpCCGSD
0.42724	2-UpCCGSD
0.06103	2-UpCCGSD
0.12207	2-UpCCGSD
0.18311	2-UpCCGSD
0.12207	2-UpCCGSD
0.1831	2-UpCCGSD
0.1831	2-UpCCGSD
0.30518	2-UpCCGSD
-0.06104	2-UpCCGSD
0.24414	2-UpCCGSD
0.67139	2-UpCCGSD
0.18311	2-UpCCGSD
0.91553	2-UpCCGSD
1.52588	2-UpCCGSD
1.52588	2-UpCCGSD
1.28173	2-UpCCGSD
1.09863	2-UpCCGSD
0.79346	2-UpCCGSD
1.34277	2-UpCCGSD
-0.1831	2-UpCCGSD
0.97657	2-UpCCGSD
0.67139	2-UpCCGSD
0.54931	2-UpCCGSD
0.36621	2-UpCCGSD
0.06103	2-UpCCGSD
0.06104	2-UpCCGSD
0.18311	2-UpCCGSD
0.06103	2-UpCCGSD
0.12207	2-UpCCGSD
0.24414	2-UpCCGSD
0.30518	2-UpCCGSD
0.1831	2-UpCCGSD
-0.12207	2-UpCCGSD
0.18311	2-UpCCGSD
0.30518	2-UpCCGSD
1.22071	2-UpCCGSD
0.97656	2-UpCCGSD
-0.48828	2-UpCCGSD
1.34277	2-UpCCGSD
-0.12208	2-UpCCGSD
2.01416	2-UpCCGSD
0.85449	2-UpCCGSD
1.46485	2-UpCCGSD
0.42725	2-UpCCGSD
0.06104	2-UpCCGSD
0.1831	2-UpCCGSD
0.36621	2-UpCCGSD
0.1831	2-UpCCGSD
0.12207	2-UpCCGSD
0.12207	2-UpCCGSD
0	2-UpCCGSD
0.06103	2-UpCCGSD
0.06103	2-UpCCGSD
0.18311	2-UpCCGSD
0.1831	2-UpCCGSD
0.54932	2-UpCCGSD
0.12207	2-UpCCGSD
0.48828	2-UpCCGSD
0.48829	2-UpCCGSD
0.12207	2-UpCCGSD
1.52588	2-UpCCGSD
2.62451	2-UpCCGSD
1.70898	2-UpCCGSD
1.83106	2-UpCCGSD
1.52587	2-UpCCGSD
0.91553	2-UpCCGSD
0.42725	2-UpCCGSD
-0.42724	2-UpCCGSD
0.24414	2-UpCCGSD
0.24414	2-UpCCGSD
0.42724	2-UpCCGSD
0.12207	2-UpCCGSD
0.24414	2-UpCCGSD
0.12207	2-UpCCGSD
0.12207	2-UpCCGSD
0.12207	2-UpCCGSD
0.18311	2-UpCCGSD
-0.12207	2-UpCCGSD
0.30517	2-UpCCGSD
0.36621	2-UpCCGSD
0.67139	2-UpCCGSD
0.54932	2-UpCCGSD
0.61035	2-UpCCGSD
0.79346	2-UpCCGSD
0.54931	2-UpCCGSD
2.07519	2-UpCCGSD
1.2207	2-UpCCGSD
0.06103	2-UpCCGSD
0.73242	2-UpCCGSD
0.97657	2-UpCCGSD
0.67139	2-UpCCGSD
0	2-UpCCGSD
0.06103	2-UpCCGSD
0	2-UpCCGSD
0.12207	2-UpCCGSD
0.18311	2-UpCCGSD
0	2-UpCCGSD
0.12207	2-UpCCGSD
0.24414	2-UpCCGSD
0.12207	2-UpCCGSD
0.06103	2-UpCCGSD
0.1831	2-UpCCGSD
0.54932	2-UpCCGSD
0.24414	2-UpCCGSD
0.97657	2-UpCCGSD
-1.34278	2-UpCCGSD
1.58691	2-UpCCGSD
0.79345	2-UpCCGSD
1.46484	2-UpCCGSD
2.01416	2-UpCCGSD
2.13623	2-UpCCGSD
0.97657	2-UpCCGSD
0.48829	2-UpCCGSD
0.54932	2-UpCCGSD
0.30517	2-UpCCGSD
0.36621	2-UpCCGSD
0.24414	2-UpCCGSD
0.18311	2-UpCCGSD
0.24414	2-UpCCGSD
0.06103	2-UpCCGSD
0.12207	2-UpCCGSD
-0.06104	2-UpCCGSD
0.18311	2-UpCCGSD
0.06103	2-UpCCGSD
0.1831	2-UpCCGSD
0.91553	2-UpCCGSD
0.61035	2-UpCCGSD
0.97657	2-UpCCGSD
0.61035	2-UpCCGSD
0.91553	2-UpCCGSD
1.40381	2-UpCCGSD
1.03759	2-UpCCGSD
0.73242	2-UpCCGSD
1.2207	2-UpCCGSD
0.73242	2-UpCCGSD
0.18311	2-UpCCGSD
1.0376	2-UpCCGSD
0.67138	2-UpCCGSD
0.12207	2-UpCCGSD
0.12207	2-UpCCGSD
0.06104	2-UpCCGSD
0.12207	2-UpCCGSD
0.1831	2-UpCCGSD
0.06103	2-UpCCGSD
0.24414	2-UpCCGSD
0.12207	2-UpCCGSD
0.36621	2-UpCCGSD
0.24414	2-UpCCGSD
0.30518	2-UpCCGSD
0.42725	2-UpCCGSD
0.61036	2-UpCCGSD
1.34277	2-UpCCGSD
1.0376	2-UpCCGSD
1.77002	2-UpCCGSD
1.46484	2-UpCCGSD
0.67139	2-UpCCGSD
1.28173	2-UpCCGSD
0.12207	2-UpCCGSD
0.97657	2-UpCCGSD
0.67139	2-UpCCGSD
0.42724	2-UpCCGSD
0.06103	2-UpCCGSD
0.24414	2-UpCCGSD
0.12207	2-UpCCGSD
0.12207	2-UpCCGSD
0.1831	2-UpCCGSD
0.06103	2-UpCCGSD
0.24414	2-UpCCGSD
0.06104	2-UpCCGSD
-0.06104	2-UpCCGSD
0.24414	2-UpCCGSD
0.12207	2-UpCCGSD
-0.67138	2-UpCCGSD
-0.85449	2-UpCCGSD
0.24414	2-UpCCGSD
1.34277	2-UpCCGSD
0.79345	2-UpCCGSD
1.2207	2-UpCCGSD
1.34278	2-UpCCGSD
1.09863	2-UpCCGSD
0.36621	2-UpCCGSD
-0.06103	2-UpCCGSD
-0.85449	2-UpCCGSD
-0.06104	2-UpCCGSD
0.48828	2-UpCCGSD
0.1831	2-UpCCGSD
0.06104	2-UpCCGSD
0.06104	2-UpCCGSD
0.06103	2-UpCCGSD
0.1831	2-UpCCGSD
0.24414	2-UpCCGSD
0.18311	2-UpCCGSD
0.06103	2-UpCCGSD
0.1831	2-UpCCGSD
0.24414	2-UpCCGSD
0.67139	2-UpCCGSD
-1.46484	2-UpCCGSD
1.46484	2-UpCCGSD
0.61035	2-UpCCGSD
0.85449	2-UpCCGSD
1.03759	2-UpCCGSD
1.70899	2-UpCCGSD
0.97656	2-UpCCGSD
0.06104	2-UpCCGSD
0.79346	2-UpCCGSD
0.73242	2-UpCCGSD
0.06103	2-UpCCGSD
0.42724	2-UpCCGSD
0.12207	2-UpCCGSD
0.24414	2-UpCCGSD
0.12207	2-UpCCGSD
0.12207	2-UpCCGSD
0	2-UpCCGSD
0.06103	2-UpCCGSD
0.12207	2-UpCCGSD
0	2-UpCCGSD
0.24414	2-UpCCGSD
0.24414	2-UpCCGSD
0.61035	2-UpCCGSD
0.61036	2-UpCCGSD
0.12207	2-UpCCGSD
1.2207	2-UpCCGSD
1.09863	2-UpCCGSD
0.79345	2-UpCCGSD
1.40381	2-UpCCGSD
1.09863	2-UpCCGSD
0.18311	2-UpCCGSD
